y,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,L1,level,subset
0,0.38028169014084506,0.4309859154929577,0.5740000000000001,0.3750279454504807,0.5768341850060112,0.3455948902614189,0.49939793514756153,0.9959237779618889,0.9938169014084507,2.659743208260714,class,informative+redundant
1,0.2421602787456446,0.3616724738675958,0.42600000000000005,0.6153973784635806,0.42574878508439007,0.3792777697240702,0.49942948271662996,0.9966920237639175,0.9938172071830609,2.451662840426425,class,informative+redundant
dataset,0.301,0.39120000000000005,0.48904800000000004,0.513,0.4901111654510007,0.3649288630729807,0.49941604345220686,0.9963647510522535,0.9938170769230769,2.5403050771238322,class,informative+redundant
1,0.30000000000000004,0.4,0.42600000000000005,0.47619047619047616,0.42602084459212053,0.0,0.49856893705641037,0.9982547993019197,0.9930769230769231,2.442416481659333,instance,informative+redundant
0,0.4,0.4,0.5740000000000001,0.3333333333333333,0.5847650698437376,0.0,0.49926575194324874,0.9976470588235294,0.9936923076923077,2.4472693676964954,instance,informative+redundant
0,0.4,0.4,0.5740000000000001,0.2857142857142857,0.5797114602225809,0.0,0.4979425917428365,0.9952941176470588,0.9936923076923077,2.4467327756923,instance,informative+redundant
0,0.0,0.4,0.5740000000000001,0.47619047619047616,0.5903721975800047,0.36363636363636365,0.49878177303260407,0.9976470588235294,0.9935384615384616,2.445419168120593,instance,informative+redundant
0,0.0,0.4,0.5740000000000001,0.38095238095238093,0.5904788361789913,1.0,0.5004860812350955,1.0,0.9915384615384616,2.4434661821216572,instance,informative+redundant
0,0.0,0.2,0.5740000000000001,0.23809523809523808,0.5874191497931597,0.0,0.497202051829402,0.9929411764705882,0.9916923076923077,2.4464151308227686,instance,informative+redundant
0,0.0,0.6,0.5740000000000001,0.3333333333333333,0.5904758851294742,0.0,0.49937819426275654,0.9976470588235294,0.9921538461538462,2.447116075286105,instance,informative+redundant
0,0.725,0.4,0.5740000000000001,0.7619047619047619,0.5904788361649981,0.0,0.4993144115787004,0.9952941176470588,0.994,2.4459999315965715,instance,informative+redundant
0,0.4545454545454546,0.6,0.5740000000000001,0.38095238095238093,0.5904567485161277,0.0,0.4998996513239965,0.9976470588235294,0.9946153846153846,2.445833075393534,instance,informative+redundant
0,0.9090909090909091,0.4,0.5740000000000001,0.38095238095238093,0.5904787949125243,0.25,0.5016135668199251,1.0,0.9952307692307693,2.4471315688356685,instance,informative+redundant
0,0.33333333333333337,0.2,0.5740000000000001,0.3333333333333333,0.5904788361804525,0.0,0.4987993910293742,0.9952941176470588,0.9924615384615385,2.4476614466265585,instance,informative+redundant
0,0.2222222222222222,0.4,0.5740000000000001,0.6190476190476191,0.5904788361743072,0.0,0.49926609436379077,0.9952941176470588,0.9924615384615385,2.4468863569607855,instance,informative+redundant
0,0.5,0.2,0.5740000000000001,0.23809523809523808,0.579027443151242,0.0,0.49669604966289327,0.9976470588235294,0.9927692307692307,2.4446780489081865,instance,informative+redundant
1,0.5,0.6,0.42600000000000005,0.47619047619047616,0.43685285056133116,0.0,0.4993210470729541,0.9982547993019197,0.9927692307692307,2.442946712726184,instance,informative+redundant
0,0.0,0.2,0.5740000000000001,0.23809523809523808,0.5802124438688576,0.0,0.4994532467231574,0.9952941176470588,0.9944615384615385,2.4476427318046614,instance,informative+redundant
1,0.5294117647058824,0.8,0.42600000000000005,1.0,0.4260312009542915,1.0,0.5018370798786848,1.0,0.9935384615384616,2.444522425118862,instance,informative+redundant
0,0.2222222222222222,0.4,0.5740000000000001,0.2857142857142857,0.58771903196034,0.4,0.5011780512159856,1.0,0.9961538461538462,2.4465671617189644,instance,informative+redundant
0,0.725,0.0,0.5740000000000001,0.38095238095238093,0.579302296892426,0.0,0.49886155326328196,0.9858823529411764,0.9943076923076923,2.68074646698389,instance,informative+redundant
0,0.33333333333333337,0.0,0.5740000000000001,0.3333333333333333,0.5904769447076128,0.0,0.4985744957235616,0.9811764705882353,0.9943076923076923,2.446097238891686,instance,informative+redundant
0,0.4,0.2,0.5740000000000001,0.3333333333333333,0.5904787767175228,0.0,0.4971788173085493,0.9905882352941177,0.994,2.446214324909734,instance,informative+redundant
0,0.19999999999999996,0.4,0.5740000000000001,0.47619047619047616,0.5904788354176098,0.0,0.4974891907783461,0.9952941176470588,0.9910769230769231,4.046389633177549,instance,informative+redundant
0,0.8,0.2,0.5740000000000001,0.38095238095238093,0.5904788261888272,0.25,0.4967986657073479,0.9905882352941177,0.9932307692307693,2.446084192214851,instance,informative+redundant
0,0.0,0.6,0.5740000000000001,0.2857142857142857,0.5888047391145098,0.0,0.49828645258203685,0.9976470588235294,0.9924615384615385,2.4449337837382465,instance,informative+redundant
0,0.23529411764705888,0.4,0.5740000000000001,0.23809523809523808,0.5819648963860903,0.0,0.4971215360846917,0.9952941176470588,0.9924615384615385,2.4461351832757905,instance,informative+redundant
0,0.23076923076923073,0.8,0.5740000000000001,0.38095238095238093,0.5838213100582571,0.0,0.4996304278960665,0.9976470588235294,0.9938461538461538,4.00702819843394,instance,informative+redundant
0,0.38095238095238093,0.4,0.5740000000000001,0.3333333333333333,0.5803640523815736,0.0,0.4986235577815926,0.9952941176470588,0.9936923076923077,2.531096224241708,instance,informative+redundant
0,0.725,0.6,0.5740000000000001,0.47619047619047616,0.5904122417144595,0.0,0.49969325021060673,0.9976470588235294,0.9927692307692307,2.7532407713841796,instance,informative+redundant
0,0.0,0.0,0.5740000000000001,0.38095238095238093,0.5904692871195314,0.0,0.4986846816044861,0.9882352941176471,0.994,4.098533053921053,instance,informative+redundant
