Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,L1,n_features,mean_acc_mean,mean_acc_max,mean_acc_std,mean_gps_mean,mean_gps_max,mean_gps_std,mean_acc_class_0_mean,mean_acc_class_0_max,mean_acc_class_0_std,mean_acc_class_1_mean,mean_acc_class_1_max,mean_acc_class_1_std
ArtificialDataset20,all,0.204,0.27920000000000006,0.433752,0.59375,0.4079022360274232,0.2280128596408308,0.49535906951125086,0.9896969471332837,0.9852708333333333,0.8941009835342945,480.0,0.663,0.8400000000000001,0.11807019703791226,0.4287120009417897,0.7785923727336219,0.22546444804432164,0.3713020833333333,0.7737499999999999,0.2637738777933683,0.7991176470588235,0.9970588235294118,0.24541814619211363
ArtificialDataset20,informative,0.148,0.252,0.433752,0.6964,0.34222130082080193,0.20411542434174013,0.4943842836852124,0.9885438570364854,0.98478,1.00682242705972,300.0,0.714,0.8960000000000001,0.08228174593605635,0.5046232755697855,0.8671316433292839,0.2364225751512587,0.37114583333333334,0.7420833333333333,0.23494930958697627,0.8737184873949579,0.9970588235294118,0.10810479137795767
ArtificialDataset20,informative+redundant,0.184,0.2584,0.433752,0.7974,0.34926521484649764,0.2037061859193438,0.49450459541291186,0.9890889798957557,0.98485,0.6686715210208684,360.0,0.707,0.882,0.07711957320569517,0.4880891077285105,0.8438934816949312,0.2421086302536811,0.36166666666666664,0.6795833333333333,0.23105134109591793,0.8678991596638655,0.9941176470588236,0.1087779247840036
ArtificialDataset20,informative+redundant_nonLinear,0.2,0.2724,0.433752,0.694,0.4080067906019037,0.21368460785405863,0.4947904821211871,0.9896097542814594,0.9849611111111111,0.5747998957641728,360.0,0.6665,0.866,0.13619209123251508,0.446414752690903,0.8203054945889645,0.2318264802688333,0.39468749999999997,0.81125,0.27357456598660973,0.7932142857142856,0.9970588235294118,0.2644041755133459
ArtificialDataset20,informative+noise,0.178,0.28240000000000004,0.433752,0.6058571428571428,0.3494056838696177,0.2327280469530469,0.49533543348873516,0.9893971705137751,0.9851833333333333,0.575554970109856,360.0,0.6970000000000001,0.8540000000000001,0.07037856816633072,0.4589170471840057,0.8086560811507866,0.2465147563792833,0.341875,0.6658333333333333,0.2300252315352756,0.8624789915966387,1.0,0.11751555847462003
ArtificialDataset20,informative+rand_extra,0.17,0.2584,0.433752,0.6963999999999999,0.3457018457533804,0.19820133784344313,0.4944745920691925,0.9886028294862249,0.9847986798679869,0.795297532812402,303.0,0.712,0.908,0.09130795615466843,0.5009577994659125,0.8833750754245491,0.24599348997341006,0.37333333333333335,0.7608333333333334,0.24089635029884032,0.8697058823529411,0.9970588235294118,0.1142860850216429
ArtificialDataset20,mutual_info_top300,0.206,0.29960000000000003,0.433752,0.7016363636363635,0.4270750396382543,0.26270731666674135,0.4945346620311529,0.9895292628443781,0.9852000000000001,0.8172178792708737,300.0,0.6507499999999999,0.798,0.11556043564176405,0.41900480887543096,0.6852260952466767,0.20691738206260601,0.38921875,0.9112500000000001,0.2856034266886683,0.77265756302521,0.9970588235294118,0.2777718928264694
ArtificialDataset20,f_classif_top300,0.204,0.31760000000000005,0.433752,0.6194285714285714,0.3959785841058973,0.25652588522588526,0.4954528929700497,0.9909603127326879,0.9852133333333334,1.149758552952856,300.0,0.68525,0.798,0.09738839766625179,0.4911607454889117,0.6756886809870302,0.18216836067961337,0.40567708333333335,0.7808333333333334,0.23658658285185127,0.815546218487395,0.9941176470588236,0.2198550967820912
ArtificialDataset20,rf_top300,0.22,0.28120000000000006,0.433752,0.602,0.38868280500969765,0.2610746780996781,0.4942720761590591,0.9872635889798957,0.9859266666666667,1.0964187369786764,300.0,0.697,0.788,0.052153619241621194,0.42258359161778136,0.6480570789479778,0.2148554906189203,0.28583333333333333,0.5279166666666667,0.1931706006419739,0.8885399159663866,1.0,0.11814035610175251
ArtificialDataset20,relief_top300,0.19,0.2856,0.433752,0.6943333333333334,0.37355245578122404,0.2897498594242015,0.4932369307598915,0.9830939687267312,0.98636,0.8281657446582567,300.0,0.6944999999999999,0.734,0.037792667467191496,0.4558584076331466,0.6583516293713025,0.17835469610531288,0.3067708333333333,0.5662499999999999,0.19218172900743116,0.8752100840336134,0.9941176470588236,0.10841011732486112
ArtificialDataset20,xgb_top300,0.204,0.29320000000000007,0.433752,0.6523076923076923,0.33277903997156666,0.2529100351023779,0.49501288707229846,0.9898353685778108,0.9846600000000001,0.8661548696012905,300.0,0.7112499999999999,0.8020000000000002,0.04603026954391772,0.47404255627436065,0.6816183367863564,0.19268078345241454,0.3165625,0.5279166666666667,0.18718965718740047,0.8950735294117647,0.9970588235294118,0.09651149771419859
