y,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,L1,level,subset
0,0.5818181818181818,0.5941818181818183,0.725,0.4937373737373737,0.6677674481615246,0.5299734709734709,0.5014619047586399,0.9961645653616457,0.9921097770154373,-0.3012061638003748,class,informative+rand_extra
1,0.06896551724137931,0.19227586206896552,0.275,0.6181609195402299,0.2495328908234198,0.20282758620689656,0.48315120348770335,0.9934673271099257,0.991099544567339,0.8935736942273479,class,informative+rand_extra
dataset,0.21,0.3028,0.39875,0.5839444444444445,0.3645473940913986,0.29279270451770456,0.48818664633721087,0.9942090676291486,0.9913773584905662,0.5650092332697243,class,informative+rand_extra
0,0.0,0.2,0.725,0.3333333333333333,0.7210056948858348,0.5,0.5042660108798552,1.0,1.0,0.30163148165193115,instance,informative+rand_extra
0,0.16666666666666663,0.2,0.725,0.5,0.6498102094063668,0.0,0.48290197038973204,0.9927007299270073,1.0,0.15868246950921466,instance,informative+rand_extra
0,0.9285714285714286,0.8,0.725,0.3888888888888889,0.7048109290231822,0.25,0.4863652800662993,0.9963503649635036,1.0,-0.22592832691123685,instance,informative+rand_extra
0,0.4,0.8,0.725,0.3888888888888889,0.7889413766485345,0.0,0.48102119957922984,0.9963503649635036,0.9433962264150944,-0.7130920841738653,instance,informative+rand_extra
0,0.0,0.8,0.725,0.3333333333333333,0.6608253761890612,0.0,0.49284960992515436,0.9963503649635036,0.9811320754716981,0.2091656846012015,instance,informative+rand_extra
0,0.33333333333333337,0.2,0.725,0.3333333333333333,0.5224058393412904,0.0,0.48707372996917453,0.9927007299270073,0.9811320754716981,-0.2238736623178625,instance,informative+rand_extra
0,0.375,0.0,0.725,0.3333333333333333,0.5954875044623849,0.0,0.461577659160777,0.9817518248175182,0.9811320754716981,-0.3257808097579127,instance,informative+rand_extra
0,0.0,0.2,0.725,0.3888888888888889,0.6301908069950644,0.0,0.4541143773364992,0.9854014598540146,1.0,0.3056446386376192,instance,informative+rand_extra
0,0.0,0.0,0.725,0.3333333333333333,0.6670885011002715,0.0,0.478675251022078,0.9781021897810219,0.9811320754716981,-0.35134231821545087,instance,informative+rand_extra
0,0.19999999999999996,0.2,0.725,0.5,0.6460118280843369,0.0,0.4635113634866793,0.9854014598540146,1.0,0.9731796538192949,instance,informative+rand_extra
1,0.0,0.2,0.275,0.3888888888888889,0.36624132532178877,0.6666666666666666,0.48820265539274954,0.9986187845303868,1.0,-0.13244582346906536,instance,informative+rand_extra
1,0.25,0.6,0.275,0.5,0.18992123999143395,0.0,0.480705565332451,0.9986187845303868,1.0,0.427361873465233,instance,informative+rand_extra
0,0.0,0.2,0.725,0.3888888888888889,0.6009788962181378,0.0,0.48777941459698737,0.9854014598540146,0.9811320754716981,0.20911579852217518,instance,informative+rand_extra
0,0.0,0.6,0.725,0.5,0.5482095241775337,0.0,0.4856046864055519,0.9927007299270073,1.0,0.6990601189816052,instance,informative+rand_extra
0,0.5,0.4,0.725,0.4444444444444444,0.5292742797646035,0.0,0.4995051312355193,0.9963503649635036,0.9811320754716981,0.926332171688408,instance,informative+rand_extra
0,0.0,0.6,0.725,0.3333333333333333,0.5966664389941563,0.5,0.5193193597600876,1.0,1.0,0.7178333368608921,instance,informative+rand_extra
0,0.0,0.4,0.725,0.4444444444444444,0.6681543896877331,0.0,0.4968917118334957,0.9890510948905109,0.9811320754716981,-0.2720225129308407,instance,informative+rand_extra
0,0.25,0.4,0.725,0.6111111111111112,0.6711016532090488,0.5,0.47437056279831347,0.9890510948905109,1.0,0.6340538909580666,instance,informative+rand_extra
0,0.0,0.2,0.725,0.3333333333333333,0.5672633669218631,0.0,0.48078761259645353,0.9854014598540146,0.9811320754716981,2.111411891120881,instance,informative+rand_extra
0,0.25,0.6,0.725,0.6111111111111112,0.6015316788016581,0.0,0.46575201199961636,0.9927007299270073,1.0,0.33238541308683983,instance,informative+rand_extra
0,0.7142857142857143,0.8,0.725,0.5,0.6544459322981545,1.0,0.5135082854304484,1.0,1.0,0.1146045912487665,instance,informative+rand_extra
0,0.125,0.0,0.725,0.4444444444444444,0.6400529465463632,0.0,0.4790401817090949,0.9708029197080292,0.9811320754716981,-0.1779188783810015,instance,informative+rand_extra
0,0.33333333333333337,0.4,0.725,0.5,0.6981893322441726,0.0,0.4422447739135439,0.9963503649635036,0.9811320754716981,-0.4666840115534063,instance,informative+rand_extra
0,0.33333333333333337,0.4,0.725,0.3333333333333333,0.5627884752614224,1.0,0.5149306425412633,1.0,1.0,-0.09599583550159728,instance,informative+rand_extra
1,0.8,0.8,0.275,0.4444444444444444,0.30746418432412403,1.0,0.5271395796989073,1.0,1.0,0.7424120679410383,instance,informative+rand_extra
0,0.6923076923076923,0.4,0.725,0.8888888888888888,0.6914992156920231,0.0,0.4817019052549303,0.9963503649635036,1.0,-0.8816146195638332,instance,informative+rand_extra
0,0.0,0.0,0.725,0.3888888888888889,0.5968855241880241,0.0,0.4590361364717793,0.9671532846715328,0.9622641509433962,0.2996619116255905,instance,informative+rand_extra
0,0.0,0.0,0.725,0.3333333333333333,0.5915268755395664,0.0,0.48377699921967077,0.9744525547445255,1.0,-0.14315727174015816,instance,informative+rand_extra
0,0.33333333333333337,0.6,0.725,0.4444444444444444,0.6577729016054017,0.0,0.4976408073991714,0.9963503649635036,1.0,-0.7179197501804784,instance,informative+rand_extra
0,0.75,0.6,0.725,0.4444444444444444,0.6200462777039736,0.0,0.48805318944582154,0.9927007299270073,1.0,0.38349558754357316,instance,informative+rand_extra
