dataset,subset,model,mean_acc,std_acc,mean_gps,std_gps,mean_acc_class_0,std_acc_class_0,mean_acc_class_1,std_acc_class_1
ArtificialDataset6,all,LogReg,0.9979000000000001,0.001135781669160056,0.9978999864616827,0.0011357902797009965,0.9960000000000001,0.002190890230020666,0.9998000000000001,0.0006000000000000005
ArtificialDataset6,all,SVM-linear,0.9984999999999999,0.0006708203932499375,0.9984999956916673,0.0006708231568345061,0.9972,0.001326649916142161,0.9998000000000001,0.0006000000000000005
ArtificialDataset6,all,SVM-rbf,0.9979000000000001,0.0014456832294800974,0.9978999780221347,0.0014457049698803528,0.9958,0.0028913664589601943,1.0,0.0
ArtificialDataset6,all,RandomForest,0.9957999999999998,0.002227105745132011,0.9957999497343245,0.00222712969797013,0.993,0.0030000000000000027,0.9986,0.0023748684174075855
ArtificialDataset6,all,KNN,0.9781999999999998,0.003429285639896452,0.978193882898044,0.0034324654633650867,0.9625999999999999,0.006873136110975839,0.9937999999999999,0.002600000000000002
ArtificialDataset6,all,NaiveBayes,0.8506,0.014499655168313499,0.847363836975471,0.015460095692890443,0.9826,0.006327716807822555,0.7186,0.02753978939643512
ArtificialDataset6,all,DecisionTree,0.9842000000000001,0.0031874754901018484,0.9841997332793007,0.003187567467577026,0.9815999999999999,0.004882622246293485,0.9868,0.003815756805667786
ArtificialDataset6,all,XGBoost,0.9970999999999999,0.0019209372712298564,0.9970999747557855,0.0019209740565372842,0.9952,0.0031240998703626643,0.999,0.001341640786499875
ArtificialDataset6,informative,LogReg,0.9978,0.000979795897113272,0.9977999839543367,0.000979806339615626,0.9955999999999999,0.0019595917942265445,1.0,0.0
ArtificialDataset6,informative,SVM-linear,0.9983999999999998,0.0006633249580710806,0.9983999941885544,0.0006633281606919192,0.9968,0.0013266499161421613,1.0,0.0
ArtificialDataset6,informative,SVM-rbf,0.9989000000000001,0.0009433981132056612,0.9988999952882376,0.0009434050544346647,0.9978,0.0018867962264113225,1.0,0.0
ArtificialDataset6,informative,RandomForest,0.9972,0.001166190378969061,0.9971999763101561,0.0011662102971139,0.9950000000000001,0.0024083189157584613,0.9994,0.0009165151389911689
ArtificialDataset6,informative,KNN,0.9979999999999999,0.0010000000000000009,0.99799999017205,0.0010000082287750943,0.9962,0.0016613247725836165,0.9998000000000001,0.0006000000000000005
ArtificialDataset6,informative,NaiveBayes,0.9687999999999999,0.005546169849544824,0.9687777734425307,0.005555247042915571,0.9437999999999999,0.01025475499463538,0.9937999999999999,0.004331281565541547
ArtificialDataset6,informative,DecisionTree,0.9802,0.004664761515876244,0.9801993741587189,0.004664841770248352,0.9796000000000001,0.007838367176906178,0.9808,0.006764613810115111
ArtificialDataset6,informative,XGBoost,0.9971,0.0020712315177207996,0.9970999499809088,0.0020713146354266834,0.9954000000000001,0.0043863424398922655,0.9987999999999999,0.000979795897113272
ArtificialDataset6,informative+redundant,LogReg,0.9978999999999999,0.0009433981132056612,0.9978999858608789,0.0009434079908953291,0.9958,0.0018867962264113225,1.0,0.0
ArtificialDataset6,informative+redundant,SVM-linear,0.9984999999999999,0.0006708203932499375,0.9984999948900608,0.0006708237543130937,0.9970000000000001,0.001341640786499875,1.0,0.0
ArtificialDataset6,informative+redundant,SVM-rbf,0.9989000000000001,0.001044030650891056,0.9988999946868315,0.0010440376332607523,0.9978,0.002088061301782112,1.0,0.0
ArtificialDataset6,informative+redundant,RandomForest,0.9956999999999999,0.0007810249675906662,0.9956999488754825,0.0007810299223139812,0.9924000000000002,0.0012000000000000012,0.999,0.001341640786499875
ArtificialDataset6,informative+redundant,KNN,0.9959999999999999,0.0011832159566199242,0.995999936102329,0.0011832504562510513,0.9924,0.0021540659228538035,0.9996,0.0008000000000000007
ArtificialDataset6,informative+redundant,NaiveBayes,0.9408000000000001,0.006063002556489608,0.9407516140215589,0.006080429653077585,0.9144,0.011447270417003358,0.9672000000000001,0.006645299090334466
ArtificialDataset6,informative+redundant,DecisionTree,0.9847999999999999,0.004664761515876245,0.9847998960360428,0.004664800637816835,0.984,0.005059644256269411,0.9856,0.005425863986500219
ArtificialDataset6,informative+redundant,XGBoost,0.9973000000000001,0.0019000000000000017,0.9972999538634071,0.0019000583112744054,0.9949999999999999,0.00392428337406972,0.9996,0.0008000000000000007
ArtificialDataset6,informative+redundant_nonLinear,LogReg,0.9978999999999999,0.001135781669160056,0.9978999864616827,0.0011357902797009968,0.9960000000000001,0.002190890230020666,0.9998000000000001,0.0006000000000000005
ArtificialDataset6,informative+redundant_nonLinear,SVM-linear,0.9982999999999999,0.0007810249675906662,0.998299994689258,0.0007810271364439408,0.9968,0.0013266499161421613,0.9998000000000001,0.0006000000000000005
ArtificialDataset6,informative+redundant_nonLinear,SVM-rbf,0.9987999999999999,0.001166190378969061,0.9987999927802891,0.0011661998044243942,0.9975999999999999,0.0023323807579381226,1.0,0.0
ArtificialDataset6,informative+redundant_nonLinear,RandomForest,0.9972999999999999,0.0016155494421403527,0.9972999767956873,0.0016155750451681916,0.9952,0.00271293199325011,0.9994,0.0009165151389911689
ArtificialDataset6,informative+redundant_nonLinear,KNN,0.9968999999999999,0.0013000000000000012,0.9968999681753914,0.0013000196498475672,0.9942,0.0022715633383201114,0.9996,0.0008000000000000007
ArtificialDataset6,informative+redundant_nonLinear,NaiveBayes,0.7598999999999999,0.016220049321749933,0.7424278557881335,0.020072371000083564,0.9847999999999999,0.0064000000000000055,0.535,0.03076686529368892
ArtificialDataset6,informative+redundant_nonLinear,DecisionTree,0.9843,0.003769615364994156,0.9842997069607609,0.0037695960041080755,0.983,0.005385164807134509,0.9856,0.005919459434779502
ArtificialDataset6,informative+redundant_nonLinear,XGBoost,0.9972,0.0010770329614269018,0.997199976503382,0.0010770612153894728,0.9952,0.002400000000000002,0.9991999999999999,0.000979795897113272
ArtificialDataset6,informative+noise,LogReg,0.9978,0.0010770329614269018,0.9977999869625955,0.0010770409739471304,0.9958,0.0018867962264113225,0.9998000000000001,0.0006000000000000005
ArtificialDataset6,informative+noise,SVM-linear,0.9984999999999999,0.0006708203932499376,0.9984999956916673,0.0006708231568345062,0.9972,0.001326649916142161,0.9998000000000001,0.0006000000000000005
ArtificialDataset6,informative+noise,SVM-rbf,0.9975000000000002,0.0014317821063276365,0.997499977217138,0.001431800028451587,0.9952,0.002561249694973142,0.9998000000000001,0.0006000000000000005
ArtificialDataset6,informative+noise,RandomForest,0.9955,0.0012041594578792306,0.9954999253053604,0.0012042067588087949,0.992,0.0025298221281347057,0.999,0.001341640786499875
ArtificialDataset6,informative+noise,KNN,0.9768000000000001,0.004237924020083422,0.9767938982957375,0.004239779540784288,0.9612,0.005946427498927407,0.9924,0.0035552777669262386
ArtificialDataset6,informative+noise,NaiveBayes,0.9701000000000001,0.005356304696336836,0.9700803187679871,0.005364126426171091,0.946,0.009715966241192876,0.9942,0.004237924020083422
ArtificialDataset6,informative+noise,DecisionTree,0.9746999999999998,0.005780138406647375,0.9746988350861876,0.005780136237414986,0.9745999999999999,0.0072138755187485795,0.9747999999999999,0.010552724766618345
ArtificialDataset6,informative+noise,XGBoost,0.9966000000000002,0.0022891046284519213,0.9965999180157492,0.002289236387835206,0.994,0.004647580015448904,0.9992000000000001,0.000979795897113272
ArtificialDataset6,informative+rand_extra,LogReg,0.9978,0.001166190378969061,0.9977999845551402,0.001166199599336278,0.9958,0.0022715633383201114,0.9998000000000001,0.0006000000000000005
ArtificialDataset6,informative+rand_extra,SVM-linear,0.9984999999999999,0.0006708203932499375,0.9984999948900608,0.0006708237543130937,0.9970000000000001,0.001341640786499875,1.0,0.0
ArtificialDataset6,informative+rand_extra,SVM-rbf,0.999,0.0010000000000000009,0.9989999953883378,0.0010000070195184607,0.998,0.0020000000000000018,1.0,0.0
ArtificialDataset6,informative+rand_extra,RandomForest,0.9968,0.0016000000000000014,0.9967999768923684,0.0016000208819547453,0.9948,0.0025612496949731414,0.9987999999999999,0.001326649916142161
ArtificialDataset6,informative+rand_extra,KNN,0.9956000000000002,0.0014966629547095778,0.9955999177478423,0.0014967219481335382,0.9917999999999999,0.002600000000000002,0.9994,0.0009165151389911689
ArtificialDataset6,informative+rand_extra,NaiveBayes,0.961,0.004335896677735763,0.9609701528446273,0.004347118516644389,0.9349999999999998,0.009044335243675976,0.9870000000000001,0.005531726674375737
ArtificialDataset6,informative+rand_extra,DecisionTree,0.9796999999999999,0.005950630218724742,0.9796990333043463,0.005950838612459767,0.9789999999999999,0.008306623862918083,0.9804,0.009789790600416343
ArtificialDataset6,informative+rand_extra,XGBoost,0.9966000000000002,0.0021540659228538035,0.9965999375928218,0.002154155403038582,0.9945999999999999,0.0045650848842053345,0.9985999999999999,0.0009165151389911689
ArtificialDataset6,mutual_info_top8,LogReg,0.9969999999999999,0.0015491933384829681,0.9969999714841726,0.0015492126650069925,0.9945999999999999,0.0026907248094147447,0.9994,0.0009165151389911689
ArtificialDataset6,mutual_info_top8,SVM-linear,0.9974000000000001,0.0018000000000000017,0.997399976098864,0.0018000214996537324,0.9953999999999998,0.0031048349392520077,0.9994,0.0009165151389911689
ArtificialDataset6,mutual_info_top8,SVM-rbf,0.9968,0.001536229149573723,0.996799955800902,0.0015362661951362024,0.994,0.0030983866769659363,0.9996,0.0008000000000000007
